english,tamil
"Fibre feeds the good bacteria in our intestinal tract, maintains the microbial balance and helps in digestion.","Fibre நம்ம குடல் குழாய்ல இருக்குற நல்ல bacteria-க்கு உணவளிச்சம் கொடுத்து, microbial balance-அ maintain பண்ணி, digestion-க்கு உதவி பண்ணும்."
"Covering lakhs of families, relief work has been done on the mammoth scale.","லட்சக்கணக்கான குடும்பங்கள cover பண்ணி, mammoth scale-ல நிவாரணப் பணிகள் செய்யப்பட்டிருக்கு."
There are a lot of examples of this.,இதற்கு நிறைய examples சொல்லலாம்.
He has said that the matter should be thoroughly investigated and action should be taken against those who are penalized.,"இந்த விஷயத்த முழுசா விசாரிச்சு, தண்டனைக்குரியவங்க மேல நடவடிக்கை எடுக்கணும்னு சொல்லி இருக்காரு."
"The difference between active cases and recovered cases continues to increase and stands at 57,29,508 today.","Active cases-க்கும் recovered cases-க்கும் உள்ள வித்தியாசம் தொடர்ந்து அதிகரித்து, இன்னைக்கு 57,29,508-ஆ இருக்கு."
Actor Karthi is also playing a lead role in this film.,இந்த படத்துல நடிகர் கார்த்தியும் lead role பண்றாரு.
"Okay, leave it.","சரிங்க, விடுங்க."
They're hurt.,அவங்களுக்கு அடிபட்டுடுச்சு.
"More than 100,000 Iraqis died when US forces came into Iraq alone.","US படைகள் Iraq-க்குள்ள வந்ததுனால மட்டும் 100,000-த்துக்கும் அதிகமான Iraq மக்கள் இறந்து போயிட்டாங்க."
"He has written many books on music, including A Dictionary of South Indian Music and Musicians, Great Composers, South Indian Music, Sruthi Vadyas (Drones) and Laya Vadyas: Time-Keeping Instruments.","அவர் music- பத்தின நிறைய புத்தகங்கள் எழுதி இருக்காரு, அதுல A Dictionary of South Indian Music and Musicians, Great composers, South Indian Music, Sruthi Vadyas (Drones) and Laya Vadyas: Time-Keeping Instruments இருக்கு."
"Well, it's going to be an honor.","சரி, அது ஒரு honour-ஆ தான் இருக்கும்."
He definitely did!,அவர் கண்டிப்பா அப்படித்தான் பண்ணாரு!
"Following a complaint by a police student, the man was arrested.","பொலிஸ் ஸ்டூடன்ட் கொடுத்த புகாரைத் தொடர்ந்து, அந்த ஆளு கைது செய்யப்பட்டாரு."
"President Chirac gave the minister the responsibility to reduce state expenditure to increase France's competitiveness, the minister has a spacious flat in Paris, which he is renting out, rejecting the ministerial suite at the Ministry of Finance in Bercy.","President Chirac-ஆ state expenditure-ஐ 'to increase France's competitiveness' -ன்னு drastic-ஆ குறைக்க சொல்லி minister-க்கு பொறுப்பு கொடுத்தாரு, அந்த minister-க்கு Paris-ல ஒரு spacious flat இருக்கு, அதை அவர் rent-க்கு வாடிட்டு இருக்காரு, Bercy-ல இருக்குற Ministry of Finance-ல இருக்குற ministerial suite-ஐ reject பண்ணிட்டாரு."
Tell me what he doesn't have?,அவருக்கு என்ன இல்லன்னு சொல்லுங்களேன்?
